"","Country (ISO3 Code)","WHO-CHOICE Region","World Bank Geographical Region","World Health Organization Region","World Bank Income Status","Gram stain","Antibiotic Class","Syndrome","Regional Level of MA for LOS","Number of Studies in MA for LOS","Mean Cost - from Excess LOS","Low 95% UI Bound - from Excess LOS","High 95% UI Bound - from Excess LOS","Regional Level of MA for Extracted Costs","Number of Studies in MA for Extracted Costs","Mean Cost - from Extracted Costs","Low 95% UI Bound - from Exctraced Costs","High 95% UI Bound - from Extraced Costs","Mean Cost - Across Both","Low 95% UI Bound - Across Both","High 95% UI Bound - Across Both"
"1849","LTU","EURO C","Europe & Central Asia","EURO","High income","gp","penicillins","RTI","income",12,388,68,1007,"income",5,-801,-5038,3462,-206,-4443,2724
"1850","LTU","EURO C","Europe & Central Asia","EURO","High income","gp","penicillins","SSI","income",2,1239,405,2892,"income",2,36591,-12776,86016,18915,-5788,78374
"1851","LTU","EURO C","Europe & Central Asia","EURO","High income","gp","penicillins","SSTI","income",1,1511,414,3623,"income",1,573,-599,1647,1198,-256,3347
"1852","LTU","EURO C","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","UTI","income",4,584,182,1295,"income",2,1554,-859,3908,1069,-531,3462
"1853","LTU","EURO C","Europe & Central Asia","EURO","High income","gn","carbapenems","UTI","income",2,1599,37,4274,NA,NA,NA,NA,NA,1599,37,4274
"1854","LTU","EURO C","Europe & Central Asia","EURO","High income","gp","glycopeptides","UTI","income",1,411,-8748,9684,NA,NA,NA,NA,NA,411,-8748,9684
"1855","LUX","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","B-J","income",1,1149,-14252,16470,NA,NA,NA,NA,NA,1149,-14252,16470
"1856","LUX","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","BSI","whoc",13,9083,2192,22303,"whoc",4,1499,-6619,9904,5291,-5438,18472
"1857","LUX","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","BSI","whoc",5,14770,2403,35245,NA,NA,NA,NA,NA,14770,2403,35245
"1858","LUX","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","BSI","whoc",2,32161,3366,85689,"whoc",1,35680,-36860,101731,33920,-24294,96885
"1859","LUX","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","BSI","whoc",6,4914,-16153,31161,"whoc",1,1620,-1838,5064,3267,-12423,23916
"1860","LUX","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","COL/INF","income",6,32846,11500,75978,"income",2,26250,-16218,67780,29548,-8885,71543
"1861","LUX","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","COL/INF","whoc",1,12918,-4436,40418,"income",6,19090,284,37521,16004,-2829,39182
"1862","LUX","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","COL/INF","whoc",1,23668,-2765,67762,"whoc",1,31522,-31633,92898,27595,-21045,86681
"1863","LUX","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","COL/INF","whoc",2,23026,9154,47353,"whoc",2,10184,-4036,24378,16605,-1783,41685
"1864","LUX","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","RTI","income",6,-1948,-9232,4125,NA,NA,NA,NA,NA,-1948,-9232,4125
"1865","LUX","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","RTI","whoc",2,13182,-6251,45157,"global",1,6313,-5942,18657,9748,-6046,35486
"1866","LUX","EURO A","Europe & Central Asia","EURO","High income","tb","mdr","RTI","whoc",1,140460,5553,385054,"income",1,47956,-40219,140414,94208,-27886,316201
"1867","LUX","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","RTI","whoc",3,25945,8107,61632,"whoc",1,33870,-31596,97402,29908,-20737,89469
"1868","LUX","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSI","income",2,15906,5414,34998,"income",2,37070,-15877,90802,26488,-6217,79739
"1869","LUX","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSTI","income",1,19211,5785,45787,"income",1,582,-568,1694,13001,-267,41594
"1870","LUX","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","UTI","whoc",1,8575,3390,17666,"whoc",1,1232,-1274,3571,4903,-840,15642
"1871","LUX","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","UTI","whoc",1,12690,-2661,38834,NA,NA,NA,NA,NA,12690,-2661,38834
"1872","LUX","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","UTI","income",1,5449,-111610,130833,NA,NA,NA,NA,NA,5449,-111610,130833
"1873","LVA","EURO C","Europe & Central Asia","EURO","High income","gp","penicillins","B-J","income",1,112,-1094,1449,NA,NA,NA,NA,NA,112,-1094,1449
"1874","LVA","EURO C","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","BSI","income",24,733,252,1759,"income",8,282,-171,771,507,-112,1450
"1875","LVA","EURO C","Europe & Central Asia","EURO","High income","gn","carbapenems","BSI","income",10,1116,322,2686,NA,NA,NA,NA,NA,1116,322,2686
"1876","LVA","EURO C","Europe & Central Asia","EURO","High income","gp","glycopeptides","BSI","income",14,1405,505,3194,"income",5,2815,-699,6238,2110,-16,5716
"1877","LVA","EURO C","Europe & Central Asia","EURO","High income","gp","penicillins","BSI","income",25,597,212,1348,"income",12,217,-90,518,407,-40,1187
"1878","LVA","EURO C","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","COL/INF","income",6,2702,905,6066,"income",2,26443,-14840,67158,14573,-8223,59542
"1879","LVA","EURO C","Europe & Central Asia","EURO","High income","gn","carbapenems","COL/INF","whoc",1,2142,435,5244,"income",6,19318,545,38562,10730,442,35554
"1880","LVA","EURO C","Europe & Central Asia","EURO","High income","gp","glycopeptides","COL/INF","income",7,887,48,2347,"income",4,21505,-630,44494,11196,28,40738
"1881","LVA","EURO C","Europe & Central Asia","EURO","High income","gp","penicillins","COL/INF","income",13,603,36,1644,"income",7,2845,-4095,10187,1724,-3107,8742
"1882","LVA","EURO C","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","RTI","income",6,-185,-825,299,NA,NA,NA,NA,NA,-185,-825,299
"1883","LVA","EURO C","Europe & Central Asia","EURO","High income","gn","carbapenems","RTI","income",3,175,-1890,2177,"global",1,6195,-5631,18278,3185,-4244,16120
"1884","LVA","EURO C","Europe & Central Asia","EURO","High income","tb","mdr","RTI","whoc",1,62875,24507,134895,"whoc",1,46441,-47823,140609,54658,-30651,139073
"1885","LVA","EURO C","Europe & Central Asia","EURO","High income","gp","penicillins","RTI","income",12,412,90,1004,"income",5,-877,-5326,3524,-232,-4509,2569
"1886","LVA","EURO C","Europe & Central Asia","EURO","High income","gp","penicillins","SSI","income",2,1305,422,3058,"income",2,34645,-17833,89501,17975,-10814,78697
"1887","LVA","EURO C","Europe & Central Asia","EURO","High income","gp","penicillins","SSTI","income",1,1582,445,3687,"income",1,562,-557,1658,1242,-280,3457
"1888","LVA","EURO C","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","UTI","income",4,611,206,1461,"income",2,1556,-658,3934,1084,-316,3552
"1889","LVA","EURO C","Europe & Central Asia","EURO","High income","gn","carbapenems","UTI","income",2,1712,94,4713,NA,NA,NA,NA,NA,1712,94,4713
"1890","LVA","EURO C","Europe & Central Asia","EURO","High income","gp","glycopeptides","UTI","income",1,606,-10145,10620,NA,NA,NA,NA,NA,606,-10145,10620
"1891","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gp","penicillins","B-J","income",1,132,48,320,NA,NA,NA,NA,NA,132,48,320
"1892","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gn","3g cephalosporins","BSI","global",29,106,39,249,"global",9,324,-145,763,215,-53,699
"1893","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gn","carbapenems","BSI","wbregion",2,88,-512,732,NA,NA,NA,NA,NA,88,-512,732
"1894","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gp","glycopeptides","BSI","global",14,175,59,415,"global",5,2793,-593,6280,1484,-76,5725
"1895","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gp","penicillins","BSI","global",27,113,32,266,"global",12,220,-97,539,167,-51,482
"1896","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gn","3g cephalosporins","COL/INF","income",1,86,34,187,"income",1,108,-110,318,97,-77,290
"1897","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gn","carbapenems","COL/INF","global",21,142,47,327,"global",10,3389,185,6588,1765,49,6165
"1898","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gp","glycopeptides","COL/INF","global",7,112,4,319,"global",4,21806,-1997,46104,10959,-10,41529
"1899","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gp","penicillins","COL/INF","global",14,70,9,184,"global",7,2861,-4496,9559,1465,-3325,8787
"1900","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gn","3g cephalosporins","RTI","global",7,9,-95,132,NA,NA,NA,NA,NA,9,-95,132
"1901","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gn","carbapenems","RTI","global",4,52,-152,314,"global",1,6361,-6044,18021,3206,-4027,15916
"1902","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","tb","mdr","RTI","global",3,3258,-926,10578,"global",1,45715,-43499,142408,24486,-31741,129191
"1903","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gp","penicillins","RTI","global",13,46,6,122,"global",5,-706,-5252,3613,-330,-4487,3045
"1904","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gp","penicillins","SSI","global",2,166,56,399,"global",2,37378,-13581,88036,18772,-5186,81288
"1905","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gp","penicillins","SSTI","global",2,259,51,642,"global",2,631,-416,1800,445,-251,1538
"1906","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gn","3g cephalosporins","UTI","global",4,78,25,184,"global",2,1608,-758,3870,843,-323,3606
"1907","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gn","carbapenems","UTI","wbregion",1,131,-26,407,NA,NA,NA,NA,NA,131,-26,407
"1908","MAR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","gp","glycopeptides","UTI","global",1,28,-1135,1222,NA,NA,NA,NA,NA,28,-1135,1222
"1909","MCO","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","B-J","income",1,2393,-22112,26946,NA,NA,NA,NA,NA,2393,-22112,26946
"1910","MCO","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","BSI","whoc",13,13504,3859,31511,"whoc",4,1835,-6461,9902,7670,-4905,27133
"1911","MCO","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","BSI","whoc",5,22994,4600,58837,NA,NA,NA,NA,NA,22994,4600,58837
"1912","MCO","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","BSI","whoc",2,49082,6001,135433,"whoc",1,35207,-33627,109480,42144,-22457,119487
"1913","MCO","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","BSI","whoc",6,8403,-23156,46216,"whoc",1,1746,-1736,5251,5074,-16856,36773
"1914","MCO","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","COL/INF","income",6,49704,15995,113547,"income",2,26883,-14069,69910,38294,-9494,97621
"1915","MCO","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","COL/INF","whoc",1,19188,-7695,61558,"income",6,19540,1885,38014,19364,-4377,52341
"1916","MCO","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","COL/INF","whoc",1,34409,-4699,103881,"whoc",1,31828,-32370,94304,33118,-21696,98152
"1917","MCO","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","COL/INF","whoc",2,34807,13867,76659,"whoc",2,10097,-4464,24674,22452,-1906,66072
"1918","MCO","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","RTI","income",6,-2998,-15075,6637,NA,NA,NA,NA,NA,-2998,-15075,6637
"1919","MCO","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","RTI","whoc",2,19773,-8566,70263,"global",1,6154,-6166,18016,12964,-7319,53477
"1920","MCO","EURO A","Europe & Central Asia","EURO","High income","tb","mdr","RTI","whoc",1,212101,17053,585114,"income",1,50365,-39888,150266,131233,-24866,472296
"1921","MCO","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","RTI","whoc",3,39007,12979,89299,"whoc",1,34768,-31337,98328,36887,-20254,95141
"1922","MCO","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSI","income",2,24186,8025,56424,"income",2,36977,-15237,91781,30581,-8728,80996
"1923","MCO","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSTI","income",1,29473,8649,71577,"income",1,572,-520,1739,19839,-249,66531
"1924","MCO","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","UTI","whoc",1,12952,5260,28036,"whoc",1,1254,-1161,3743,7103,-793,24567
"1925","MCO","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","UTI","whoc",1,19539,-3946,56492,NA,NA,NA,NA,NA,19539,-3946,56492
"1926","MCO","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","UTI","income",1,6140,-171231,192490,NA,NA,NA,NA,NA,6140,-171231,192490
"1927","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gp","penicillins","B-J","income",1,89,27,208,NA,NA,NA,NA,NA,89,27,208
"1928","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gn","3g cephalosporins","BSI","wbregion",21,58,18,133,"wbregion",6,245,-247,765,151,-185,670
"1929","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gn","carbapenems","BSI","wbregion",3,66,-4,199,NA,NA,NA,NA,NA,66,-4,199
"1930","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gp","glycopeptides","BSI","wbregion",2,235,31,639,"wbregion",1,37239,-30232,107378,18737,-18057,96849
"1931","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gp","penicillins","BSI","wbregion",10,29,9,68,"wbregion",3,337,-511,1184,183,-371,1052
"1932","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gn","3g cephalosporins","COL/INF","income",1,59,21,130,"income",1,119,-101,339,89,-67,313
"1933","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gn","carbapenems","COL/INF","whoc",1,191,38,497,"global",10,3381,114,6641,1786,42,6036
"1934","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gp","glycopeptides","COL/INF","wbregion",1,163,-16,494,"wbregion",1,31266,-30490,93440,15715,-22034,83080
"1935","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gp","penicillins","COL/INF","wbregion",2,163,58,359,"wbregion",2,10249,-2635,23670,5206,-717,21958
"1936","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gn","3g cephalosporins","RTI","wbregion",6,-15,-70,29,NA,NA,NA,NA,NA,-15,-70,29
"1937","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gn","carbapenems","RTI","wbregion",2,93,-45,299,"global",1,6329,-5373,18115,3211,-3567,16432
"1938","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","tb","mdr","RTI","whoc",1,5397,1884,11758,"whoc",1,46147,-49951,144224,25772,-27989,125119
"1939","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gp","penicillins","RTI","wbregion",5,95,7,254,"wbregion",1,33243,-29823,97418,16669,-20967,87977
"1940","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gp","penicillins","SSI","global",2,113,36,263,"global",2,36778,-16869,88515,18445,-8066,81401
"1941","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gp","penicillins","SSTI","wbregion",1,138,38,321,"global",2,611,-524,1734,296,-156,1435
"1942","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gn","3g cephalosporins","UTI","wbregion",1,61,21,130,"wbregion",1,1292,-1265,3884,677,-824,3485
"1943","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gn","carbapenems","UTI","global",2,145,7,397,NA,NA,NA,NA,NA,145,7,397
"1944","MDA","EURO C","Europe & Central Asia","EURO","Lower middle income","gp","glycopeptides","UTI","global",1,35,-889,979,NA,NA,NA,NA,NA,35,-889,979
"1945","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","B-J","global",3,11,0,30,NA,NA,NA,NA,NA,11,0,30
"1946","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","BSI","global",29,12,4,27,"global",9,319,-157,787,165,-72,725
"1947","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","BSI","global",13,14,3,35,NA,NA,NA,NA,NA,14,3,35
"1948","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","BSI","global",14,20,6,46,"global",5,2818,-699,6420,1419,-120,5667
"1949","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","BSI","wbregion",1,45,16,100,"global",12,213,-109,517,129,-62,480
"1950","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","COL/INF","whoc",1,10,4,21,"whoc",1,115,-118,329,63,-83,290
"1951","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","COL/INF","global",21,16,5,36,"global",10,3398,458,6613,1707,5,6032
"1952","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","COL/INF","global",7,12,1,32,"global",4,21049,-2918,44699,10530,-1,40112
"1953","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","COL/INF","global",14,8,1,20,"global",7,3054,-3993,10379,1531,-2741,9150
"1954","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","RTI","global",7,1,-11,14,NA,NA,NA,NA,NA,1,-11,14
"1955","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","RTI","global",4,5,-17,32,"global",1,6046,-5706,17411,3025,-3935,16350
"1956","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","tb","mdr","RTI","global",3,345,-145,1225,"global",1,47407,-46853,142301,23876,-31474,124250
"1957","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","RTI","global",13,5,1,13,"global",5,-854,-5488,3706,-425,-4788,2994
"1958","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSI","global",2,18,6,42,"global",2,36281,-15794,86786,18150,-6673,77341
"1959","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSTI","global",2,29,6,74,"global",2,614,-462,1694,321,-330,1543
"1960","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","UTI","global",4,8,3,21,"global",2,1531,-1019,3996,770,-608,3647
"1961","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","UTI","global",2,23,2,63,NA,NA,NA,NA,NA,23,2,63
"1962","MDG","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","UTI","global",1,2,-131,138,NA,NA,NA,NA,NA,2,-131,138
"1963","MDV","SEARO D","South Asia","SEARO","Upper middle income","gp","penicillins","B-J","whoc",1,439,147,999,NA,NA,NA,NA,NA,439,147,999
"1964","MDV","SEARO D","South Asia","SEARO","Upper middle income","gn","3g cephalosporins","BSI","income",13,370,97,886,"income",3,306,-171,758,338,-84,828
"1965","MDV","SEARO D","South Asia","SEARO","Upper middle income","gn","carbapenems","BSI","income",3,-187,-1399,842,NA,NA,NA,NA,NA,-187,-1399,842
